Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1756678330,100,,Aggregated,13.100000,0.000000,6600,6800,6900,6900,7100,7200,7300,7400,7600,7700,7700,1012,0,6600.0,5850.085745729919,3.2255029946099967,7670.661344003747,597.0711462450593
1756678331,100,,Aggregated,13.400000,0.000000,6600,6800,6900,6900,7100,7200,7300,7400,7600,7700,7700,1024,0,6600.0,5862.557769060216,3.2255029946099967,7670.661344003747,593.76171875
1756678332,100,,Aggregated,13.400000,0.000000,6600,6800,6900,6900,7100,7200,7300,7400,7600,7700,7700,1034,0,6600.0,5873.99743827144,3.2255029946099967,7670.661344003747,591.1856866537718
1756678333,100,,Aggregated,13.100000,0.000000,6600,6800,6900,6900,7100,7200,7400,7500,7600,7700,7700,1047,0,6600.0,5888.83787415538,3.2255029946099967,7670.661344003747,587.4030563514805
1756678334,100,,Aggregated,12.900000,0.000000,6600,6800,6900,6900,7100,7200,7400,7500,7700,7800,7800,1058,0,6600.0,5902.972011072459,3.2255029946099967,7790.565685994807,582.9281663516068
1756678335,100,,Aggregated,12.900000,0.000000,6600,6800,6900,7000,7100,7200,7400,7500,7700,7800,7800,1071,0,6600.0,5916.886140854002,3.2255029946099967,7790.565685994807,578.9010270774977
1756678336,100,,Aggregated,12.600000,0.000000,6700,6800,6900,7000,7100,7200,7400,7500,7700,7800,7800,1084,0,6700.0,5930.821240320686,3.2255029946099967,7790.565685994807,574.4926199261993
1756678337,100,,Aggregated,12.800000,0.000000,6700,6800,6900,7000,7200,7200,7400,7500,7700,7800,7800,1101,0,6700.0,5948.8377023021085,3.2255029946099967,7790.565685994807,568.258855585831
1756678338,100,,Aggregated,12.900000,0.000000,6700,6800,6900,7000,7200,7300,7400,7500,7700,7800,7800,1116,0,6700.0,5964.228512580351,3.2255029946099967,7790.565685994807,564.5250896057348
1756678339,100,,Aggregated,13.200000,0.000000,6700,6800,6900,7000,7200,7300,7400,7500,7700,7800,7800,1123,0,6700.0,5972.582392144852,3.2255029946099967,7790.565685994807,562.0080142475512
1756678340,100,,Aggregated,13.300000,0.000000,6700,6800,6900,7000,7200,7300,7400,7500,7800,7800,7800,1133,0,6700.0,5983.803752934385,3.2255029946099967,7790.565685994807,560.0008826125331
